,label
732,0
733,0
734,0
735,0
736,2
737,0
738,1
739,2
740,0
741,0
742,0
743,2
744,2
745,2
746,0
747,0
748,0
749,0
750,0
751,2
752,0
753,1
754,2
755,2
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,2
766,0
767,0
768,1
769,0
770,0
771,0
772,1
773,1
774,1
775,0
776,0
777,0
778,2
779,0
780,0
781,0
782,2
783,0
784,0
785,0
786,0
787,0
788,1
789,0
790,0
791,2
792,2
793,0
794,2
795,2
796,1
797,2
798,0
799,0
800,0
801,1
802,0
803,0
804,2
805,2
806,1
807,0
808,2
809,1
810,2
811,0
812,0
813,2
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,1
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,2
843,0
844,1
845,0
846,1
847,0
848,0
849,0
850,2
851,0
852,0
853,0
854,2
855,2
856,0
857,0
858,1
859,2
860,0
861,0
862,0
863,2
864,0
865,1
866,0
867,2
868,0
869,0
870,0
871,2
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,2
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,2
892,0
893,0
894,0
895,0
896,1
897,1
898,0
899,1
900,1
901,0
902,1
903,2
904,1
905,0
906,0
907,0
908,0
909,0
910,0
911,1
912,0
913,1
914,0
915,0
916,1
917,0
918,2
919,0
920,1
921,0
922,0
923,1
924,0
925,1
926,0
927,1
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,1
940,0
941,0
942,0
943,0
944,0
945,0
946,1
947,0
948,0
949,2
950,1
951,1
952,0
953,0
954,2
955,0
956,1
957,0
958,0
959,1
960,0
961,0
962,0
963,1
964,0
965,2
966,0
967,0
968,0
969,2
970,1
971,0
972,0
973,0
974,2
975,0
976,0
977,0
978,0
979,1
980,0
981,1
982,0
983,0
984,0
985,1
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,2
998,0
999,0
1000,0
1001,2
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,1
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,2
1023,0
1024,0
1025,2
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,1
1036,0
1037,1
1038,0
1039,0
1040,0
1041,0
1042,1
1043,0
1044,0
1045,1
1046,0
1047,0
1048,0
1049,2
1050,0
1051,0
1052,2
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,2
1061,0
1062,0
1063,1
1064,1
1065,2
1066,0
1067,0
1068,1
1069,2
1070,0
1071,0
1072,2
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,2
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,1
1096,0
1097,1
1098,0
1099,1
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,2
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,2
1117,0
1118,0
1119,0
1120,0
1121,1
1122,0
1123,0
1124,0
1125,1
1126,0
1127,0
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,0
1135,0
1136,0
1137,1
1138,0
1139,0
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,2
1153,2
1154,0
1155,1
1156,1
1157,0
1158,0
1159,0
1160,0
1161,0
1162,1
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,0
1173,0
1174,2
1175,0
1176,2
1177,0
1178,0
1179,2
1180,2
1181,0
1182,0
1183,0
1184,0
1185,0
1186,1
1187,0
1188,0
1189,0
1190,0
1191,0
1192,2
1193,2
1194,0
1195,0
1196,0
1197,1
1198,0
1199,0
1200,0
1201,2
1202,0
1203,2
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,2
1217,2
1218,0
1219,0
1220,0
1221,0
1222,2
1223,1
1224,0
1225,1
1226,2
1227,0
1228,0
1229,1
1230,2
1231,1
1232,0
1233,0
1234,0
1235,2
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,1
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,1
1266,2
1267,1
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,1
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,2
1289,2
1290,0
1291,0
1292,0
1293,1
1294,0
1295,0
1296,1
1297,1
1298,0
1299,1
1300,0
1301,1
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,1
1312,0
1313,0
1314,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,0
1325,0
1326,0
1327,0
1328,2
1329,0
1330,0
1331,0
1332,2
1333,0
1334,1
1335,0
1336,1
1337,0
1338,0
1339,0
1340,1
1341,0
1342,0
1343,2
1344,0
1345,1
1346,0
1347,0
1348,0
1349,0
1350,0
1351,2
1352,0
1353,2
1354,0
1355,2
1356,1
1357,0
1358,1
1359,0
1360,0
1361,1
1362,0
1363,2
1364,1
1365,1
1366,1
1367,0
1368,0
1369,0
1370,1
1371,2
1372,0
1373,0
1374,1
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,0
1386,0
1387,1
1388,0
1389,1
1390,0
1391,1
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,1
1403,1
1404,0
1405,0
1406,0
1407,0
1408,2
1409,0
1410,0
1411,1
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,1
1419,0
1420,0
1421,0
1422,0
1423,0
1424,2
1425,0
1426,0
1427,0
1428,1
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,0
1443,0
1444,0
1445,2
1446,0
1447,1
1448,1
1449,0
1450,0
1451,2
1452,0
1453,1
1454,1
1455,1
1456,0
1457,1
1458,2
1459,2
1460,0
1461,0
1462,0
1463,0
1464,0
1465,1
1466,0
1467,0
1468,1
1469,0
1470,0
1471,0
1472,0
1473,2
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,1
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,1
1499,0
1500,0
1501,0
1502,0
1503,2
1504,1
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,1
1514,0
1515,2
1516,0
1517,0
1518,0
1519,0
1520,0
1521,1
1522,0
1523,0
1524,0
1525,0
1526,1
1527,0
1528,0
1529,0
1530,1
1531,0
1532,0
1533,0
1534,1
1535,0
1536,0
1537,0
1538,1
1539,0
1540,0
1541,0
1542,0
1543,2
1544,1
1545,0
1546,0
1547,1
1548,0
1549,0
1550,1
1551,0
1552,0
1553,0
1554,1
1555,1
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,2
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,0
1605,2
1606,1
1607,1
1608,0
1609,0
1610,0
1611,0
1612,1
1613,0
1614,0
1615,1
1616,1
1617,0
1618,1
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,2
1628,1
1629,0
1630,0
1631,0
1632,1
1633,0
1634,0
1635,0
1636,1
1637,0
1638,0
1639,0
1640,0
1641,2
1642,0
1643,2
1644,0
1645,2
1646,1
1647,0
1648,0
1649,0
1650,1
1651,1
1652,0
1653,0
1654,0
1655,1
1656,0
1657,2
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,1
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,2
1679,0
1680,2
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,2
1689,0
1690,2
1691,2
1692,0
1693,2
1694,0
1695,0
1696,0
1697,0
1698,1
1699,2
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,2
1708,0
1709,0
1710,2
1711,1
1712,0
1713,1
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,2
1727,1
1728,0
1729,2
1730,2
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,0
1738,1
1739,2
1740,0
1741,2
1742,0
1743,0
1744,1
1745,1
1746,0
1747,0
1748,1
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,1
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,2
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,1
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,1
1785,1
1786,0
1787,2
1788,2
1789,1
1790,2
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,2
1803,1
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,1
1811,0
1812,2
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,2
1823,0
1824,1
1825,0
1826,0
1827,0
1828,0
1829,2
1830,0
1831,2
1832,1
1833,0
1834,2
1835,0
1836,2
1837,2
1838,1
1839,0
1840,2
1841,0
1842,0
1843,0
1844,0
1845,1
1846,0
1847,0
1848,0
1849,0
1850,2
1851,0
1852,0
1853,0
1854,2
1855,0
1856,0
1857,2
1858,2
1859,2
1860,0
1861,0
1862,1
1863,0
1864,0
1865,2
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,2
1874,1
1875,0
1876,0
1877,0
1878,0
1879,1
1880,1
1881,2
1882,0
1883,0
1884,2
1885,0
1886,1
1887,0
1888,2
1889,0
1890,0
1891,0
1892,1
1893,0
1894,0
1895,2
1896,0
1897,2
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,1
1905,2
1906,1
1907,0
1908,0
1909,0
1910,0
1911,1
1912,1
1913,1
1914,0
1915,0
1916,0
1917,2
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,2
1927,0
1928,0
1929,1
1930,1
1931,2
1932,0
1933,2
1934,0
1935,0
1936,0
1937,2
1938,0
1939,0
1940,1
1941,0
1942,1
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,2
1950,0
1951,2
1952,0
1953,0
1954,2
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,1
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,1
1970,0
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,2
1978,2
1979,0
1980,0
1981,2
1982,0
1983,0
1984,0
1985,0
1986,0
1987,2
1988,0
1989,0
1990,2
1991,1
1992,1
1993,0
1994,0
1995,0
1996,0
1997,2
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,0
2015,2
2016,0
2017,1
2018,0
2019,0
2020,1
2021,2
2022,0
2023,1
2024,0
2025,1
2026,0
2027,0
2028,0
2029,2
2030,0
2031,1
2032,1
2033,1
2034,0
2035,0
2036,0
2037,0
2038,0
2039,1
2040,0
2041,0
2042,0
2043,1
2044,0
2045,1
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,1
2053,0
2054,2
2055,0
2056,0
2057,0
2058,0
2059,0
2060,2
2061,0
2062,2
2063,0
2064,0
2065,0
2066,0
2067,0
2068,2
2069,0
2070,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,2
2083,0
2084,1
2085,0
2086,1
2087,2
2088,2
2089,2
2090,0
2091,2
2092,2
2093,0
2094,0
2095,2
2096,1
2097,1
2098,0
2099,2
2100,1
2101,0
2102,2
2103,2
2104,0
2105,0
2106,1
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,1
2118,0
2119,0
2120,0
2121,2
2122,0
2123,0
2124,0
2125,2
2126,1
2127,2
2128,2
2129,0
2130,0
2131,0
2132,1
2133,0
2134,1
2135,0
2136,0
2137,2
2138,1
2139,0
2140,0
2141,0
2142,1
2143,0
2144,0
2145,1
2146,0
2147,2
2148,0
2149,0
2150,0
2151,0
2152,1
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,2
2163,1
2164,0
2165,0
2166,1
2167,0
2168,0
2169,0
2170,1
2171,0
2172,0
2173,0
2174,0
2175,0
2176,1
2177,0
2178,0
2179,0
2180,2
2181,2
2182,0
2183,1
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,2
2191,1
2192,1
2193,1
2194,0
2195,0
2196,0
2197,0
2198,0
2199,2
2200,1
2201,0
2202,0
2203,0
2204,1
2205,2
2206,0
2207,0
2208,1
2209,0
2210,0
2211,1
2212,0
2213,0
2214,2
2215,2
2216,0
2217,1
2218,2
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,0
2228,1
2229,0
2230,2
2231,0
2232,0
2233,1
2234,1
2235,0
2236,0
2237,0
2238,0
2239,0
2240,2
2241,0
2242,0
2243,1
2244,0
2245,2
2246,0
2247,0
2248,2
2249,0
2250,2
2251,2
2252,0
2253,0
2254,0
2255,0
2256,0
2257,1
2258,0
2259,0
2260,2
2261,2
2262,0
2263,0
2264,2
2265,2
2266,0
2267,0
2268,0
2269,2
2270,0
2271,1
2272,1
2273,0
2274,1
2275,1
2276,0
2277,1
2278,1
2279,0
2280,2
2281,0
2282,1
2283,0
2284,0
2285,0
2286,0
2287,0
2288,2
2289,0
2290,0
2291,0
2292,0
2293,0
2294,1
2295,0
2296,1
2297,1
2298,2
2299,2
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,1
2308,0
2309,2
2310,1
2311,1
2312,0
2313,1
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,2
2324,0
2325,0
2326,0
2327,0
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,1
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,0
2343,1
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,1
2351,0
2352,0
2353,0
2354,0
2355,2
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,2
2364,0
2365,2
2366,2
2367,1
2368,0
2369,0
2370,0
2371,0
2372,0
2373,2
2374,2
2375,0
2376,2
2377,2
2378,0
2379,0
2380,0
2381,1
2382,0
2383,0
2384,1
2385,0
2386,1
2387,1
2388,0
2389,1
2390,0
2391,2
2392,2
2393,2
2394,1
2395,0
2396,0
2397,1
2398,1
2399,0
2400,2
2401,2
2402,2
2403,0
2404,0
2405,2
2406,2
2407,2
2408,2
2409,0
2410,0
2411,0
2412,0
2413,0
2414,1
2415,1
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,1
2425,0
2426,1
2427,0
2428,0
2429,0
2430,1
2431,1
2432,0
2433,0
2434,0
2435,1
2436,1
2437,0
2438,0
2439,0
2440,2
2441,0
2442,0
2443,1
2444,0
2445,2
2446,1
2447,0
2448,2
2449,2
2450,1
2451,0
2452,0
2453,1
2454,1
2455,0
2456,2
2457,2
2458,1
2459,0
2460,0
2461,0
2462,0
2463,1
2464,1
2465,0
2466,0
2467,1
2468,0
2469,2
2470,0
2471,0
2472,2
2473,0
2474,0
2475,1
2476,2
2477,0
2478,1
2479,1
2480,0
2481,1
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,2
2493,1
2494,1
2495,0
2496,0
2497,0
2498,0
2499,0
2500,1
2501,0
2502,2
2503,1
2504,2
2505,0
2506,0
2507,0
2508,1
2509,1
2510,0
2511,0
2512,0
2513,0
2514,1
2515,0
2516,0
2517,0
2518,0
2519,1
2520,1
2521,2
2522,2
2523,1
2524,0
2525,2
2526,0
2527,0
2528,2
2529,1
2530,1
2531,0
2532,0
2533,0
2534,0
2535,1
2536,0
2537,0
2538,1
2539,2
2540,0
2541,0
2542,1
2543,1
2544,0
2545,1
2546,0
2547,0
2548,1
2549,1
2550,1
2551,1
2552,0
2553,0
2554,2
2555,0
2556,1
2557,0
2558,2
2559,1
2560,0
2561,0
2562,1
2563,0
2564,0
2565,0
2566,0
2567,1
2568,0
2569,0
2570,1
2571,1
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,1
2581,0
2582,0
2583,1
2584,0
2585,0
2586,2
2587,1
2588,0
2589,0
2590,0
2591,1
2592,1
2593,2
2594,2
2595,1
2596,1
2597,0
2598,0
2599,0
2600,2
2601,0
2602,0
2603,2
2604,2
2605,1
2606,2
2607,0
2608,2
2609,1
2610,1
2611,0
2612,0
2613,0
2614,0
2615,1
2616,2
2617,2
2618,2
2619,0
2620,1
2621,1
2622,1
2623,1
2624,1
2625,0
2626,1
2627,0
2628,2
2629,0
2630,0
2631,2
2632,2
2633,0
2634,0
2635,0
2636,2
2637,2
2638,0
2639,1
2640,0
2641,1
2642,0
2643,1
2644,1
2645,0
2646,0
2647,0
2648,0
2649,1
2650,2
2651,0
2652,2
2653,1
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,2
2661,0
2662,0
2663,1
2664,0
2665,0
2666,0
2667,0
2668,0
2669,1
2670,0
2671,0
2672,2
2673,1
2674,0
2675,0
2676,2
2677,0
2678,0
2679,0
2680,0
2681,2
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,2
2689,0
2690,0
2691,1
2692,0
2693,0
2694,0
2695,2
2696,2
2697,0
2698,0
2699,0
2700,0
2701,2
2702,0
2703,0
2704,0
2705,0
2706,0
2707,1
2708,0
2709,0
2710,1
2711,1
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,1
2723,2
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,0
2738,2
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,1
2747,0
2748,2
2749,0
2750,0
2751,0
2752,1
2753,0
2754,1
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,2
2762,0
2763,0
2764,0
2765,0
2766,0
2767,1
2768,0
2769,0
2770,1
2771,1
2772,1
2773,1
2774,0
2775,1
2776,0
2777,2
2778,0
2779,0
2780,0
2781,1
2782,1
2783,0
2784,0
2785,2
2786,1
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,1
2796,0
2797,0
2798,2
2799,0
2800,0
2801,0
2802,1
2803,1
2804,0
2805,2
2806,0
2807,0
2808,0
2809,0
2810,0
2811,1
2812,1
2813,1
2814,0
2815,0
2816,0
2817,0
2818,1
2819,0
2820,0
2821,1
2822,0
2823,1
2824,1
2825,2
2826,1
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,1
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,1
2846,2
2847,0
2848,1
2849,0
2850,0
2851,0
2852,2
2853,0
2854,0
2855,2
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,1
2867,0
2868,1
2869,0
2870,0
2871,1
2872,0
2873,0
2874,0
2875,0
2876,0
2877,2
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,1
2885,0
2886,1
2887,0
2888,0
2889,2
2890,0
2891,1
2892,0
2893,1
2894,0
2895,0
2896,0
2897,2
2898,1
2899,0
2900,1
2901,0
2902,2
2903,0
2904,1
2905,1
2906,1
2907,2
2908,0
2909,0
2910,0
2911,0
2912,1
2913,0
2914,0
2915,2
2916,0
2917,0
2918,2
2919,0
2920,0
2921,0
2922,1
2923,0
2924,2
2925,2
2926,0
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,2
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,2
2962,1
2963,0
2964,0
2965,1
2966,0
2967,0
2968,0
2969,1
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,2
2977,0
2978,1
2979,2
2980,1
2981,1
2982,0
2983,0
2984,0
2985,0
2986,1
2987,1
2988,1
2989,1
2990,2
2991,1
2992,1
2993,2
2994,0
2995,0
2996,0
2997,0
